,GEOID,popdensity,medhouseholdincome,pct_blk,hispanic,pct_owner_occ,education
918,20061,90.71617021,49185,0.181515977,0.15965038,0.468400315,0.059546821
919,20063,2.443869885,48894,0.006491027,0.034746086,0.785095321,0.086843474
920,20065,2.832426975,40769,0.039292731,0.030255403,0.777591973,0.08837454
921,20067,13.24970167,55455,0,0.472426471,0.74263623,0.265121413
922,20069,6.9481579,64426,0.008447905,0.157362929,0.729215049,0.229062087
923,20071,1.541622387,51250,0.006666667,0.23,0.75047619,0.127877238
924,20073,5.384419651,42595,0.00308642,0.037849253,0.744645248,0.083967756
925,20075,2.625164431,45000,0.036697248,0.358180428,0.700943396,0.223767383
926,20077,7.080006884,49455,0.002115283,0.06257712,0.736345776,0.095733875
927,20079,64.01998212,56051,0.019244682,0.118014759,0.70688241,0.090479346
928,20081,7.007569152,53527,0,0.301210773,0.721192053,0.308711361
929,20083,2.141890132,53854,0,0.08577633,0.784557908,0.094108646
930,20085,20.29513587,55904,0.006457426,0.04505181,0.77620505,0.055092747
931,20087,35.46589957,61793,0.006776789,0.026154172,0.840890578,0.064862413
932,20089,3.204513121,42552,0.00617284,0.023319616,0.794482759,0.060027285
933,20091,1236.235922,84915,0.046729132,0.075244833,0.708007253,0.041447131
934,20093,4.516740624,51314,0.017548321,0.313326551,0.733571429,0.259134817
935,20095,8.651690178,58483,0.002811245,0.034002677,0.777502324,0.059794989
936,20097,3.495534776,51336,0.011876485,0.064924782,0.697238659,0.103384615
937,20099,31.55765118,47668,0.042028772,0.044581922,0.702108365,0.120054866
938,20101,2.288803225,51719,0.000609013,0.0590743,0.752190238,0.044642857
939,20103,172.7265734,71184,0.087554034,0.068688938,0.677090029,0.0810516
940,20105,4.305020941,46196,0.007426542,0.031643526,0.789880534,0.063425926
941,20107,16.21840185,43699,0.006434873,0.026154645,0.801243781,0.109621335
942,20109,2.618854256,51597,0.000355872,0.058007117,0.712879409,0.082769391
943,20111,39.29168951,44191,0.023063756,0.210156461,0.622190483,0.116480545
944,20113,31.87199151,57765,0.011491443,0.041075795,0.734933606,0.087008282
945,20115,12.7417878,51262,0.00490359,0.035738032,0.788211788,0.091338583
946,20117,10.88460329,50234,0.005103082,0.024392733,0.779069767,0.07326273
947,20119,4.356502616,55568,0.006101854,0.184229054,0.729130181,0.17535545
948,20121,57.52452751,69150,0.013855767,0.031122649,0.784474961,0.042599697
949,20123,8.865915513,45221,0.008196721,0.023625844,0.713620072,0.042802487
950,20125,51.22820538,45173,0.05077343,0.064755839,0.700876095,0.112657031
951,20127,8.004723082,50352,0.001077973,0.047251168,0.774471417,0.099727115
952,20129,3.889124213,43925,0.009161381,0.230443975,0.692,0.140807651
953,20131,14.08372343,58644,0.005542359,0.020190024,0.783961118,0.065731946
954,20133,28.21627759,44294,0.01227907,0.050294574,0.725056433,0.08470632
955,20135,2.749516396,51033,0.007106599,0.101522843,0.804395604,0.090867159
956,20137,6.248009361,49891,0.026977762,0.051403573,0.740638003,0.105841238
957,20139,22.51159117,55036,0.005981614,0.031230324,0.786172161,0.088248701
958,20141,4.036922524,48355,0.003885651,0.02053844,0.766360505,0.074259331
959,20143,8.188952575,51971,0.008980007,0.027617757,0.813110749,0.058465286
960,20145,8.89481879,42853,0.052168729,0.078104039,0.692682927,0.122692079
961,20147,6.104753565,48272,0.00739645,0.033838757,0.759868421,0.074074074
962,20149,28.00521211,64657,0.006965385,0.052580166,0.787255649,0.052687956
963,20151,13.03611189,54029,0.023481528,0.071801294,0.719160768,0.078099839
964,20153,2.346150261,48125,0.003985652,0.067756078,0.74744898,0.051724138
965,20155,50.26758807,49174,0.028335526,0.093310724,0.688687292,0.121371238
966,20157,6.532158263,48022,0.003414426,0.018565941,0.781002639,0.048451835
967,20159,13.44201962,50764,0.018746159,0.112784266,0.755760369,0.091183479
968,20161,123.4973009,49910,0.063097641,0.082766681,0.418398201,0.042307489
969,20163,5.747185452,50511,0.008597108,0.025595936,0.777479893,0.099665924
970,20165,4.321780832,40598,0.001611863,0.026756931,0.790866976,0.111062142
971,20167,7.872443787,52806,0.015336104,0.031102193,0.739363379,0.103461538
972,20169,76.33164317,50515,0.028066282,0.110555323,0.670637045,0.092303124
973,20171,6.896774781,71394,0,0.178824005,0.722138174,0.158471657
974,20173,513.6442119,54974,0.089613798,0.143589473,0.65392089,0.10702081
975,20175,35.47565488,47025,0.051692226,0.600520007,0.644369973,0.318105424
976,20177,327.7156293,55199,0.082755603,0.121917839,0.657231405,0.079512888
977,20179,2.797021678,56071,0.004389465,0.047885076,0.789808917,0.054216867
978,20181,5.649304672,52847,0.007207509,0.121186725,0.677147239,0.073437889
979,20183,4.090634309,43438,0.002184002,0.020748021,0.789473684,0.067028986
980,20185,5.320422396,48563,0.005932606,0.132890365,0.78342947,0.095580678
981,20187,3.032268163,46726,0.000484731,0.360639845,0.733333333,0.181751288
982,20189,7.818426184,56507,0.006507211,0.360358776,0.738258317,0.199944383
983,20191,19.64034181,54915,0.011116856,0.053645295,0.754601227,0.077438713
984,20193,7.280296425,57478,0.018277096,0.060199387,0.676470588,0.048570857
985,20195,3.213149331,56810,0.001049685,0.020293912,0.779086892,0.066698428
