"","GEOID","FIPS","pm25_2014","pm25_2015","pm25_2016","pm25_2017","pm25_2018"
"861","16005","16005",3.33722869935796,3.75896726069661,3.8664987871101,5.03484892278756,4.26768301363116
"862","13133","13133",8.79473063255454,7.44572501134208,8.52708172355742,6.78171879222521,6.79796724101704
"863","13251","13251",8.33859228908348,6.72982797564021,8.11349780933533,6.66746679712622,6.38186241110854
"864","13163","13163",8.51498577275212,7.10284895427727,8.00769412574243,6.65171142612783,6.61862819311388
"865","01055","1055",9.4483494213393,8.15477372151826,8.73816646672868,7.47754504747965,7.7902775255806
"866","01009","1009",9.26917401517905,7.97123414211541,8.02480690730299,6.67526915212174,7.20152241718043
"867","01047","1047",8.91302349634072,8.67587056226438,8.5920136794321,8.08795538998119,7.84166276659001
"868","01131","1131",8.76597884278865,8.37112511199971,8.33367078602727,7.49147847065661,7.52983414978704
"869","01089","1089",9.29247141654965,7.68029601728414,8.33250365565696,7.14786907492825,7.71156954722651
"870","38055","38055",4.06118040580394,4.78734634459099,3.29292707054635,3.93467837855294,4.90072095000456
"871","38105","38105",3.93402814251782,4.8198496391828,3.12615463597841,3.83341768615626,4.74180696670794
"872","38085","38085",3.54351716980061,3.99134838070527,2.61012815091148,3.39814234113502,3.21830190594548
"873","16073","16073",3.17360194284661,4.68098522857498,2.91709196007922,3.87954629251051,4.10129242268843
"874","47033","47033",9.11067430909603,8.36466333521642,7.3323826727552,6.71504422853617,8.16839087448579
"875","47151","47151",6.51817099863279,5.70531258628772,6.51631534780394,4.50144994146084,4.36512376631642
"876","48283","48283",7.30765405242214,8.26038090000021,7.22337206070842,6.61885930871769,6.55735000961414
"877","27073","27073",4.9522370284172,5.38936507631727,4.2035475042039,4.62348401424485,5.30385811743622
"878","27051","27051",4.82312528318118,5.02387534338071,4.08623901846726,4.51883521322753,5.60179455101291
"879","40065","40065",6.00117811963129,6.08408095448494,5.25486349004193,4.56395053335285,4.76277976220071
"880","46117","46117",4.14294014806802,4.39826805614227,3.23871503131104,3.7960082038709,3.8801937244676
"881","48327","48327",5.64203913270888,5.67856505397173,5.01488938248412,4.2313255184257,3.4738435763326
"882","21139","21139",8.67298696637293,8.05849972813392,7.86326357220368,6.52072903783507,7.48535925173315
"883","42027","42027",6.60702062551885,6.81196252005508,5.9379905941627,5.05700941786027,4.80723903773751
"884","48175","48175",6.54865537259562,7.03205268332606,6.28739168810254,5.26871605077101,6.45554154236969
"885","37065","37065",8.57284554957027,7.36922073085644,7.42688293759578,6.47257851233269,6.07188057378984
"886","37069","37069",8.26908662635108,7.54521606423479,7.03864450041268,6.06385011333944,5.4108022915874
"887","22011","22011",7.39756490842074,7.72938220613691,7.33325193299999,6.56425311875452,8.27508533204343
"888","22035","22035",8.2629731970568,7.88643501842439,7.2772036628328,6.36216256846577,7.31536064467578
"889","48467","48467",7.26301046221375,7.19260850183928,6.76346482393051,6.10251789851065,6.91049278086553
"890","51179","51179",8.35382454824263,8.04833766851128,7.25082175484222,6.19113993277926,6.23324712869075
"891","51085","51085",8.13740411485759,7.80916392040916,6.71685881469829,5.99043591552875,5.61568212958236
"892","51015","51015",5.88597355131806,5.67050299707739,4.58531611708007,3.2726482281054,3.52233808978479
"893","53029","53029",4.5578466616408,5.25161938433453,3.28482143595269,4.13508205565098,4.85912472008793
"894","51081","51081",7.71772590595422,7.29749720913697,6.6369695567658,5.72726004929115,5.17916775631455
"895","51037","51037",7.39697329751271,6.68546042256525,5.85437922159861,4.8383358419715,4.52287948333104
"896","05057","5057",6.83250882915232,6.67281774697334,6.01744169444887,5.66957076620586,6.30984980109099
"897","05029","5029",7.31324200249082,7.17892036526796,6.23614209965834,5.72729898495549,6.48747187997279
"898","22117","22117",7.49334871942993,6.73357493776595,6.31146657378027,5.59666044664813,6.09800716486562
"899","22113","22113",7.96727226689859,8.4789894859045,8.38809757169224,8.51039712385803,9.24819778615957
"900","22021","22021",7.55057757550939,7.51023472490124,6.80727990083905,5.94964376464801,7.15858945661457
"901","22109","22109",7.74205951184562,8.11839402004246,7.74448420548682,7.49376226557318,7.92780603665806
"902","34027","34027",7.26183258406393,7.35825902038866,6.46242869463411,5.6071456413065,5.94352102452391
"903","29095","29095",8.42406437158906,7.82636158657552,6.40840019611453,6.23271883080719,6.93869227554174
"904","30005","30005",2.8004072135815,3.87294459755231,2.33035825361354,3.1926908817505,3.42469643945707
"905","37075","37075",5.44208759196998,4.18326337903233,5.42007386726141,3.71239715516448,2.96783504833694
"906","13195","13195",8.68630578173509,7.35154581370719,8.20744749993589,6.24514821884571,6.1464996707063
"907","13013","13013",9.05951847406154,8.00876061035126,8.99553229295502,6.97328602607938,7.21387931042617
"908","13153","13153",9.00106884286034,7.88044746156815,8.27510016447043,7.31263635323761,6.97491791096737
"909","13205","13205",8.49257274328461,7.79524646317404,8.09846555113434,7.17031016326058,7.35810554292627
"910","37047","37047",8.14960763175282,6.98975305719104,7.38142099124144,6.21440653192353,5.83392439564006
"911","37015","37015",7.68670856299872,6.92913820468346,6.39602823804754,5.67016263811082,5.23500521948007
"912","48279","48279",5.12257487024494,4.58587343533757,3.73145587287693,2.95944737729562,2.96208493101557
"913","48391","48391",6.21808504407278,7.12041117986974,6.42654270116274,5.40068009958658,5.63107157053534
"914","26147","26147",8.68391652291837,8.25147671934555,6.887319936175,6.02633800325979,7.06352691764225
"915","26099","26099",9.44679747010085,8.95341280154494,7.99532453895763,7.08025589380761,7.90320326873316
"916","26109","26109",5.41546155009991,4.25338091240933,4.29154204695763,4.22627773631325,4.99524589088733
"917","08043","8043",3.64705312451186,3.01126616210307,2.79090518754773,3.07827501139359,3.25532109295207
"918","28109","28109",7.57531657957915,6.72871517525975,6.06140122412633,5.4410764658809,5.78781346329727
"919","28055","28055",8.19032588475901,7.80943799429026,7.30316175695778,6.16406149160219,7.26615259549974
"920","36053","36053",5.76200067759704,5.65934344808281,4.2111320538868,4.36722666909417,5.04560818562875
"921","47073","47073",7.57071645586107,7.04566398094077,8.18942606235225,5.56174239363984,5.62036102241365
"922","47053","47053",8.93806841112955,7.99360356765436,7.37029701305567,6.72912769587849,7.86011366195351
"923","47063","47063",8.3420498174262,7.63631941607933,9.03962178254737,6.58610028846919,6.7416838385103
"924","08117","8117",2.13373761244474,1.66454858146295,1.4417474344112,1.58506842811352,1.27539175658841
"925","06005","6005",5.64011382586467,5.48261940721208,4.99858161030464,5.57038464953849,10.6025503951812
"926","32015","32015",3.2330284594462,3.99627131901208,3.27906794285528,3.26776486356883,4.43016208377675
"927","32001","32001",3.80020193491702,4.69725044423809,3.90378139714147,4.21897344787555,6.40125753464615
"928","38067","38067",4.21194072724093,4.63354123207751,3.15090076679538,4.66600171231683,7.06553672290858
"929","38077","38077",4.4306085643426,4.7623665370905,3.83275932781868,4.39629472627453,5.35527975207692
"930","38071","38071",3.89725365202667,4.32641273554243,3.13540072929657,4.13768607482963,5.82517065063984
"931","38059","38059",3.53113994644215,4.07251671308728,2.63392704573319,3.5218771671819,3.54294403215442
"932","38037","38037",3.35252483450213,3.92166697147268,2.21956852560291,3.17879052949857,3.03226567208174
"933","38103","38103",3.75302449138841,4.14755780964409,3.19447958174417,3.94319782517762,4.9051627094148
"934","53019","53019",2.9875050239237,5.41345808177862,2.02441475109242,3.58048866787369,5.40632671798221
"935","20143","20143",6.09172796461743,4.89956979550719,4.38784659386107,4.32019701262322,4.61400044760355
"936","16049","16049",2.88221720199768,4.19315227419582,2.20188671377295,4.57839826135042,2.26058002282315
"937","30033","30033",2.72089447987061,3.50064032640757,2.05494769721148,3.49243404255451,3.89700763882365
"938","16013","16013",2.74457138498894,3.77103959966715,2.92450557803061,3.92351686733387,2.86927067725444
"939","32011","32011",3.16181060218718,3.99920624938195,3.06825539611141,3.05157331076902,3.76137837478254
"940","48075","48075",6.14344881326655,5.85479102743134,4.88596328122861,4.19651491340411,4.18175101818082
"941","48173","48173",6.11395942477865,5.89126121685267,5.64499016765243,4.63250352953561,4.63065454480058
"942","13025","13025",7.73461466276033,7.19588143245087,7.70282474954925,6.6875502931355,6.30994882802108
"943","20171","20171",4.85408155115441,4.74435566005312,4.29748711174396,4.10485998596888,5.21098847634284
"944","20067","20067",5.08951651247564,5.00147332307531,4.81707405924514,4.62935871366293,6.04334656903108
"945","21101","21101",9.54908749702771,9.5277129467222,9.6099121731739,8.36345157478859,9.2220442090508
"946","47079","47079",8.71930805995425,7.77769718781624,7.36114267296723,6.83655566463561,7.4912348434593
"947","35039","35039",2.35008821188024,2.37708159610884,2.0666808987828,2.0116407686463,2.10203739110979
"948","49013","49013",3.57089345606741,3.00209769166012,2.41527580987852,2.31560183584723,2.23751291257209
"949","21159","21159",7.75303596591023,6.912742501843,7.11322668221388,5.42995060134083,5.57407170499229
"950","13009","13009",9.15193109825755,7.56677102874086,8.51601206299614,6.71585547640693,6.97777430804501
"951","27119","27119",4.22036738465813,4.54853007299385,3.23221534663759,4.35229620021025,5.50149311374656
"952","38053","38053",3.70938593904645,4.37083221429696,2.60528676807266,3.58116012769457,4.18058883998446
"953","20149","20149",5.84401193848542,5.10528255060324,4.68093959187719,4.36684651188797,4.36025844017699
"954","06065","6065",8.55838372433724,8.23606445542254,8.89625896929595,7.58104398682416,6.85616726357849
"955","12105","12105",7.48546897242035,6.80570826989737,6.82696447262684,5.2862220404525,5.38452836024638
"956","45079","45079",8.93158661028207,7.80693135761946,8.2829786707003,6.92559610896588,6.77101202977719
"957","42059","42059",8.30541279679499,8.55058508353515,7.12154896137216,6.17686274167101,6.34400533503011
"958","48041","48041",7.61103445031448,7.35336339150124,7.21372958870512,5.9178271017091,6.7679506130471
"959","51143","51143",7.42722965692576,6.8763400483083,6.01637716404366,4.69801570114484,4.62613064656874
"960","51119","51119",8.00195454593968,7.74425635429963,6.88120717497577,6.25681275633464,6.03518293113524
"961","51159","51159",8.22107110731727,8.10335969601585,7.12872850100812,6.32641883280392,6.24256211615922
"962","05131","5131",7.16084385244783,6.74597051289359,6.38929873412216,6.08476204021821,6.43485891737102
"963","22017","22017",6.98573221713331,6.9360972684931,6.32544255268121,5.49935107013739,6.26087801337245
"964","30077","30077",3.81734017808108,4.81582048802404,3.11103329613298,6.80113043856712,2.95494707987164
"965","30003","30003",3.37194215545174,4.44396084443782,2.4999073331329,4.12481157221166,4.45700684158475
"966","37133","37133",7.96132106345529,6.50630421986505,6.65221729579454,5.81376228210346,5.26331380269264
"967","13021","13021",9.623356904799,8.3212255022971,8.7568192576657,7.6038020992009,7.52131822062341
"968","13217","13217",9.58659185819242,8.09338850804262,9.29706537922574,7.26038094226897,7.64438144060491
"969","13213","13213",8.58155777604241,7.59362376752499,8.45204926938953,6.82208954299174,6.5866910960479
"970","26063","26063",7.80065613911403,6.94990545020434,6.10804203772727,5.28942018427456,5.77197569280092
"971","08019","8019",1.72539564993352,1.26017079024452,1.25031698230813,1.43679769647123,0.963115053865513
"972","01051","1051",9.1648389928958,8.80216787401534,8.70684482571547,7.91330319167386,8.06933989405723
"973","36105","36105",6.03503873781488,5.85747006191247,4.57401569835104,4.40543167317273,3.870421210766
"974","29069","29069",9.55744871160213,9.75179498729958,8.18570629437259,7.18312208373821,8.25401132855069
"975","47055","47055",8.33476467969656,7.06068414620369,7.25789279769182,6.02087998360674,6.8897492596922
"976","47021","47021",8.63311359915371,7.84987908513394,7.67678927613333,6.62775237705932,7.62857198301686
"977","23015","23015",4.7355247485489,4.37691000098687,3.46150792107905,3.58719109331754,3.15604853167693
"978","54095","54095",7.67485923202938,7.7266292636789,6.49871953798914,5.17567418114723,5.21572199596837
"979","56041","56041",3.4850350108827,3.41081331817526,3.04250073311305,3.16225055916464,2.58216637858412
"980","48023","48023",6.00653267643839,6.10418080622619,5.29638560511813,4.48849773574218,4.65763927719503
"981","27013","27013",5.94155045198159,6.34582605788027,5.104148116872,4.94441505627704,5.53793218583497
"982","06087","6087",5.55905148389435,5.73663232197256,4.66925128713618,4.58398863333181,6.03112190564255
"983","12121","12121",7.50285542273479,7.08810536356198,7.21194704026942,6.43665949650512,6.03166040953096
"984","42031","42031",7.26802683009902,7.09146922305144,6.26697396579262,5.32158146460357,5.52053627278394
"985","42129","42129",9.36214061699685,9.49556704630393,8.96232668007985,7.80468270776828,7.1586805634946
"986","40101","40101",8.44193900373198,7.59044958602919,7.46318804470096,7.07208225237023,7.29527726290186
"987","48475","48475",6.34375918153,5.9812790343377,5.70188447471929,5.43644132680508,5.05379617464956
"988","13151","13151",9.86716751797082,8.52780960156345,9.52395727671535,7.50848216502958,7.98910228778722
"989","17185","17185",10.804996441762,8.90241931628693,8.79692283562174,8.22731444633448,9.38071642495585
"990","13185","13185",7.93616613089994,7.61040936279432,7.87788947023346,7.19890154080676,6.63330628357539
"991","37085","37085",9.14104498035886,8.12612450929745,7.9335601431825,6.91692021193574,6.74745843941004
"992","48481","48481",6.5891870225602,7.06629964187071,6.38810233810238,5.60254410431641,6.16500063077952
